"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"|"v_sqkm"|"r_sqkm"|"old_first_level_code"|"geom"
61306|"Cuban cactus scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"3115.84480520326"|"3114.84190542778"|61306|NULL
61307|"Galápagos Islands scrubland mosaic"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"7846.47443570492"|"7845.89787021915"|61307|NULL
61308|"Guajira-Barranquilla xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"31368.1560771785"|"31368.1948603358"|61308|NULL
61309|"La Costa xeric shrublands"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"68160.99695459"|"68161.0243236642"|61309|NULL
61311|"Malpelo Island xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"0.848656880457809"|"0.839518998045363"|61311|NULL
61312|"Motagua Valley thornscrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"2328.41308026977"|"2328.38056054776"|61312|NULL
61313|"Paraguana xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"15871.1333192033"|"15871.1635748789"|61313|NULL
61314|"San Lucan xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"3657.00064337654"|"3656.96446751173"|61314|NULL
61315|"Sechura desert"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"183096.064389096"|"183098.955310105"|61315|NULL
61316|"Tehuacán Valley matorral"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"9861.77513125184"|"9861.75070360658"|61316|NULL
61318|"St. Peter and St. Paul rocks"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"6.04222161532579"|"6.03981808491351"|61318|NULL
61401|"Amazon-Orinoco-Southern Caribbean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"36342.1841069363"|"36342.3268931667"|61401|NULL
61402|"Bahamian-Antillean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"16143.967995152"|"16140.4621304037"|61402|NULL
61403|"Mesoamerican Gulf-Caribbean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"24809.3379499283"|"24809.1994922333"|61403|NULL
61404|"Northern Mesoamerican Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"7068.91379699441"|"7069.03256820367"|61404|NULL
61405|"South American Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"12612.9930404759"|"12613.0414241704"|61405|NULL
61406|"Southern Atlantic mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"9247.27599948357"|"9245.20967057497"|61406|NULL
61407|"Southern Mesoamerican Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"|"7070.59566344395"|"7070.47590853997"|61407|NULL
70101|"Carolines tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"521.46017175811"|"521.41668794336"|70101|NULL
70102|"Central Polynesian tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"60.7184284623606"|"60.6414856124095"|70102|NULL
70103|"Cook Islands tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"171.404756144527"|"171.315766658367"|70103|NULL
70104|"Eastern Micronesia tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"151.446053681408"|"151.489271783833"|70104|NULL
70105|"Fiji tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"11110.2579318151"|"11102.7314859155"|70105|NULL
70106|"Hawaii tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"6696.01171930196"|"6696.05665994203"|70106|NULL
70107|"Kermadec Islands subtropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"29.8833223260745"|"29.8695079486929"|70107|NULL
70108|"Marquesas tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"936.307575603184"|"936.222741051059"|70108|NULL
70109|"Ogasawara subtropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"71.315235644912"|"71.2727230800057"|70109|NULL
70110|"Palau tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"422.263567510812"|"422.225430813959"|70110|NULL
70111|"Rapa Nui subtropical broadleaf forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"162.983362226302"|"163.05912253265"|70111|NULL
70112|"Samoan tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"2715.0722183123"|"2714.81738129299"|70112|NULL
70113|"Society Islands tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"1507.38490934182"|"1507.10312643143"|70113|NULL
70114|"Tongan tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"829.677567945933"|"829.22292580197"|70114|NULL
70115|"Tuamotu tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"289.614340243648"|"289.421032095925"|70115|NULL
70116|"Tubuai tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"100.379274196087"|"100.292916128237"|70116|NULL
70117|"Western Polynesian tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"|"34.6496617705767"|"34.6210181518735"|70117|NULL
70201|"Fiji tropical dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|7|"Oceania"|"teow"|"6846.55708450834"|"6846.12491982382"|70201|NULL
70202|"Hawaii tropical dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|7|"Oceania"|"teow"|"6575.85431687218"|"6575.84269637608"|70202|NULL
70203|"Marianas tropical dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|7|"Oceania"|"teow"|"949.181624497814"|"949.366437040287"|70203|NULL
70204|"Yap tropical dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|7|"Oceania"|"teow"|"67.7475565688631"|"67.7788201677057"|70204|NULL
70701|"Hawaii tropical high shrublands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|7|"Oceania"|"teow"|"1847.59039128463"|"1847.5775283532"|70701|NULL
70702|"Hawaii tropical low shrublands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|7|"Oceania"|"teow"|"1465.14627409162"|"1465.00605746752"|70702|NULL
70703|"Northwestern Hawaii scrub"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|7|"Oceania"|"teow"|"6.99533714731303"|"6.98225187644786"|70703|NULL
80101|"Guizhou Plateau broadleaf and mixed forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|8|"Palearctic"|"teow"|"269131.877883428"|"269132.065077002"|80101|NULL
80102|"Yunnan Plateau subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|8|"Palearctic"|"teow"|"239854.425661301"|"239854.575166479"|80102|NULL
80401|"Appenine deciduous montane forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"16147.1813803048"|"16147.1795622627"|80401|NULL
80402|"Atlantic mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"394610.361162668"|"394609.575515136"|80402|NULL
80403|"Azores temperate mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"2253.35793797694"|"2253.59133079131"|80403|NULL
80404|"Balkan mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"224435.075307113"|"224438.636656572"|80404|NULL
80405|"Baltic mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"113872.862655583"|"113871.246648364"|80405|NULL
80406|"Cantabrian mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"79516.9796956751"|"79516.9293803372"|80406|NULL
80407|"Caspian Hyrcanian mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"55125.0094647305"|"55130.9051982413"|80407|NULL
80408|"Caucasus mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"170292.054215406"|"170293.396919249"|80408|NULL
80409|"Celtic broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"206506.640930076"|"206506.941010397"|80409|NULL
80410|"Central Anatolian steppe and woodlands"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"101492.508724945"|"101492.464030605"|80410|NULL
80411|"Central China loess plateau mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"359866.705858536"|"359866.957534452"|80411|NULL
80412|"Central European mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"733098.866958155"|"733097.969819877"|80412|NULL
80413|"Central Korean deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"103561.316145471"|"103563.610984413"|80413|NULL
80414|"Changbai Mountains mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"93437.7384028195"|"93437.5614416252"|80414|NULL
80415|"Changjiang Plain evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"437097.301208135"|"437098.581773449"|80415|NULL
80416|"Crimean Submediterranean forest complex"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"29758.2901613547"|"29758.2666798315"|80416|NULL
80417|"Daba Mountains evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"168169.924962906"|"168169.563541982"|80417|NULL
80418|"Dinaric Mountains mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"58285.7830033619"|"58285.3714581832"|80418|NULL
80419|"East European forest steppe"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"730114.029297025"|"730097.838265096"|80419|NULL
80420|"Eastern Anatolian deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"81627.573341252"|"81627.5287070054"|80420|NULL
80421|"English Lowlands beech forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"45005.0407818514"|"45005.8493001246"|80421|NULL
80422|"Euxine-Colchic broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"73783.9949195054"|"73779.4009548862"|80422|NULL
80423|"Hokkaido deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"24909.1576677197"|"24909.7258020393"|80423|NULL
80424|"Huang He Plain mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"433590.028129997"|"433591.507422231"|80424|NULL
80425|"Madeira evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"771.350251303134"|"771.158309159258"|80425|NULL
80426|"Manchurian mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"504562.966768802"|"504562.476616054"|80426|NULL
80427|"Nihonkai evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"21281.7555529182"|"21282.3310744511"|80427|NULL
80428|"Nihonkai montane deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"81937.8063841888"|"81938.6721575341"|80428|NULL
80429|"North Atlantic moist mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"36809.2735213683"|"36809.9650795674"|80429|NULL
80430|"Northeast China Plain deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"232217.615430413"|"232219.888360814"|80430|NULL
80431|"Pannonian mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"307716.651103835"|"307716.232626117"|80431|NULL
80432|"Po Basin mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"42232.804151826"|"42232.5768107878"|80432|NULL
80433|"Pyrenees conifer and mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"25930.0854288827"|"25930.1756463055"|80433|NULL
80434|"Qin Ling Mountains deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"123278.574274659"|"123278.547597434"|80434|NULL
80435|"Rodope montane mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"31688.290510345"|"31685.6928678204"|80435|NULL
80436|"Sarmatic mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"847052.917098753"|"847073.063763717"|80436|NULL
80437|"Sichuan Basin evergreen broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"98008.3798239563"|"98008.751671037"|80437|NULL
80438|"South Sakhalin-Kurile mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"11012.8513750298"|"11011.9359240133"|80438|NULL
80439|"Southern Korea evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"13674.7088719829"|"13676.2656293868"|80439|NULL
80440|"Taiheiyo evergreen forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"133640.927659808"|"133648.69713584"|80440|NULL
80441|"Taiheiyo montane deciduous forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"41838.1724693426"|"41838.0798150021"|80441|NULL
80442|"Tarim Basin deciduous forests and steppe"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"54533.0457739056"|"54532.4945267822"|80442|NULL
80443|"Ussuri broadleaf and mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"197292.814137661"|"197288.166985498"|80443|NULL
80444|"Western Siberian hemiboreal forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"224503.918119977"|"224490.247059123"|80444|NULL
80445|"Western European broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"493836.145844463"|"493836.704785712"|80445|NULL
80446|"Zagros Mountains forest steppe"|4|"Temperate Broadleaf & Mixed Forests"|8|"Palearctic"|"teow"|"397556.881131676"|"397566.219378605"|80446|NULL
80501|"Alps conifer and mixed forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"149870.190602608"|"149871.217813551"|80501|NULL
80502|"Altai montane forest and forest steppe"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"142873.848949787"|"142874.894011373"|80502|NULL
80503|"Caledon conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"21728.2413589261"|"21728.6877465875"|80503|NULL
80504|"Carpathian montane forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"125335.555756579"|"125335.162050954"|80504|NULL
80505|"Da Hinggan-Dzhagdy Mountains conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"249275.786455916"|"249274.322048352"|80505|NULL
80506|"East Afghan montane conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"20071.1440834559"|"20071.1689108105"|80506|NULL
80507|"Elburz Range forest steppe"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"63289.5324758257"|"63287.5033272795"|80507|NULL
80508|"Helanshan montane conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"24704.0226987579"|"24703.9434804251"|80508|NULL
80509|"Hengduan Mountains subalpine conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"99290.8431384823"|"99290.7919080373"|80509|NULL
80510|"Hokkaido montane conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"45410.2801611972"|"45411.0209238526"|80510|NULL
80511|"Honshu alpine conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"11488.4271221656"|"11488.4572858801"|80511|NULL
80512|"Khangai Mountains conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"2902.01770397569"|"2901.89904219958"|80512|NULL
80513|"Mediterranean conifer and mixed forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"23037.0819073722"|"23036.5357076766"|80513|NULL
80514|"Northeastern Himalayan subalpine conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"46220.2594800283"|"46220.5252165917"|80514|NULL
80515|"Northern Anatolian conifer and deciduous forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"101409.647032124"|"101409.852868868"|80515|NULL
80516|"Nujiang Langcang Gorge alpine conifer and mixed forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"82699.1880961622"|"82699.0010082056"|80516|NULL
80517|"Qilian Mountains conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"16653.006795055"|"16653.1658651017"|80517|NULL
80518|"Qionglai-Minshan conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"80134.0218320207"|"80133.8294955777"|80518|NULL
80519|"Sayan montane conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"358805.283412751"|"358832.406685683"|80519|NULL
80520|"Scandinavian coastal conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"16989.3555487582"|"16989.3238473429"|80520|NULL
80521|"Tian Shan montane conifer forests"|5|"Temperate Conifer Forests"|8|"Palearctic"|"teow"|"27569.0459512575"|"27568.0361580287"|80521|NULL
80601|"East Siberian taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"3922501.84195722"|"3922533.52971429"|80601|NULL
80602|"Iceland boreal birch forests and alpine tundra"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"90920.5213827175"|"90921.5276690256"|80602|NULL
80603|"Kamchatka-Kurile meadows and sparse forests"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"140451.06492339"|"140452.087836966"|80603|NULL
80604|"Kamchatka-Kurile taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"15294.8303908287"|"15294.1066732066"|80604|NULL
80605|"Northeast Siberian taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"1131239.07257751"|"1131205.77705787"|80605|NULL
80606|"Okhotsk-Manchurian taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"400555.689931593"|"400520.530305497"|80606|NULL
80607|"Sakhalin Island taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"65115.5149775227"|"65116.8718237915"|80607|NULL
80608|"Scandinavian and Russian taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"2164548.48978118"|"2164549.80002371"|80608|NULL
80609|"Trans-Baikal conifer forests"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"201180.823628953"|"201183.566653461"|80609|NULL
80610|"Ural montane forests and tundra"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"175549.321918242"|"175548.421522251"|80610|NULL
80611|"West Siberian taiga"|6|"Boreal Forests/Taiga"|8|"Palearctic"|"teow"|"1679972.09603611"|"1680018.04259192"|80611|NULL
80801|"Alai-Western Tian Shan steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"127682.745113045"|"127683.180381812"|80801|NULL
80802|"Altai steppe and semi-desert"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"83193.3848118819"|"83191.8661321582"|80802|NULL
80803|"Central Anatolian steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"24934.2167211253"|"24934.2767195406"|80803|NULL
80804|"Daurian forest steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"209637.311249608"|"209634.690924502"|80804|NULL
80805|"Eastern Anatolian montane steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"168381.534982031"|"168381.749336238"|80805|NULL
80806|"Emin Valley steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"65134.7363649596"|"65134.6798504408"|80806|NULL
80807|"Faroe Islands boreal grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"1233.05404417941"|"1232.86441290389"|80807|NULL
80808|"Gissaro-Alai open woodlands"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"168202.035376969"|"168202.220734202"|80808|NULL
80809|"Kazakh forest steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"422383.013630221"|"422318.892700528"|80809|NULL
80810|"Kazakh steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"807566.518896877"|"807558.397878343"|80810|NULL
80811|"Kazakh upland"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"72199.3168473048"|"72199.3632894558"|80811|NULL
80812|"Middle East steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"132286.328098649"|"132289.745430482"|80812|NULL
80813|"Mongolian-Manchurian grassland"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"889459.734479713"|"889460.027424641"|80813|NULL
80814|"Pontic steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"994436.72823481"|"994438.706810176"|80814|NULL
80815|"Sayan Intermontane steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"34084.5367275289"|"34058.8479852146"|80815|NULL
80816|"Selenge-Orkhon forest steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"228370.181459524"|"228369.818368631"|80816|NULL
80817|"South Siberian forest steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"162595.632370319"|"162599.056555704"|80817|NULL
80818|"Tian Shan foothill arid steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|8|"Palearctic"|"teow"|"129229.703168157"|"129231.206507336"|80818|NULL
80901|"Amur meadow steppe"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"123625.589964044"|"123620.343307548"|80901|NULL
80902|"Bohai Sea saline meadow"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"11508.7849099225"|"11508.4693324473"|80902|NULL
80903|"Nenjiang River grassland"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"23259.8302014583"|"23259.8122003051"|80903|NULL
80904|"Nile Delta flooded savanna"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"50696.0115759672"|"50696.0437207584"|80904|NULL
80905|"Saharan halophytics"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"53844.466247897"|"53844.1532928655"|80905|NULL
80906|"Tigris-Euphrates alluvial salt marsh"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"35572.0444021803"|"35573.0103283412"|80906|NULL
80907|"Suiphun-Khanka meadows and forest meadows"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"33813.5407275772"|"33818.1110205428"|80907|NULL
80908|"Yellow Sea saline meadow"|9|"Flooded Grasslands & Savannas"|8|"Palearctic"|"teow"|"5102.21974128489"|"5102.77623813346"|80908|NULL
81001|"Altai alpine meadow and tundra"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"90439.1960484064"|"90435.0958675196"|81001|NULL
81002|"Central Tibetan Plateau alpine steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"629200.459727326"|"629191.75879471"|81002|NULL
81003|"Eastern Himalayan alpine shrub and meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"121013.999822795"|"121013.620454561"|81003|NULL
81004|"Ghorat-Hazarajat alpine meadow"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"66482.1027635237"|"66481.9772306578"|81004|NULL
81005|"Hindu Kush alpine meadow"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"28268.555799819"|"28268.4991035846"|81005|NULL
81006|"Karakoram-West Tibetan Plateau alpine steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"143267.470442116"|"143264.871814125"|81006|NULL
81007|"Khangai Mountains alpine meadow"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"37167.6336124141"|"37167.6283563236"|81007|NULL
81008|"Kopet Dag woodlands and forest steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"58316.732528786"|"58318.4234126262"|81008|NULL
81009|"Kuh Rud and Eastern Iran montane woodlands"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"126224.75329209"|"126223.928130001"|81009|NULL
81010|"Mediterranean High Atlas juniper steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"6327.64948090647"|"6327.64639237285"|81010|NULL
81011|"North Tibetan Plateau-Kunlun Mountains alpine desert"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"374489.017541507"|"374493.574876754"|81011|NULL
81012|"Northwestern Himalayan alpine shrub and meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"49389.9113889145"|"49389.9474920473"|81012|NULL
81013|"Ordos Plateau steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"215604.420039392"|"215604.371672475"|81013|NULL
81014|"Pamir alpine desert and tundra"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"118039.149731136"|"118039.621986687"|81014|NULL
81015|"Qilian Mountains subalpine meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"73284.1230003677"|"73285.1789131674"|81015|NULL
81016|"Sayan Alpine meadows and tundra"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"81209.3955758441"|"81211.8715889395"|81016|NULL
81017|"Southeast Tibet shrublands and meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"460547.625115695"|"460543.294987422"|81017|NULL
81018|"Sulaiman Range alpine meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"23849.7828564734"|"23849.4423324571"|81018|NULL
81019|"Tian Shan montane steppe and meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"280611.548203605"|"280611.295902811"|81019|NULL
81020|"Tibetan Plateau alpine shrublands and meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"272009.720210917"|"271999.573011004"|81020|NULL
81021|"Western Himalayan alpine shrub and Meadows"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"70090.4480316028"|"70090.3913330027"|81021|NULL
81022|"Yarlung Tsangpo arid steppe"|10|"Montane Grasslands & Shrublands"|8|"Palearctic"|"teow"|"59380.7312044646"|"59380.8890933856"|81022|NULL
